Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerYearAtCompany,PromotionGapRatio,OverallSatisfaction,ExperienceRatio,ManagerStabilityRatio,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
45,0,1052,6,3,4,57,2,3,4,8865,16840,6,12,3,4,0,23,2,3,19,7,12,8,466.57894736842104,0.631578947368421,4.0,0.8260869565217391,0.42105263157894735,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
54,0,1147,3,3,4,52,3,2,1,5940,17011,2,14,3,4,1,16,4,3,6,2,0,5,990.0,0.0,3.0,0.375,0.8333333333333334,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
36,0,1396,5,2,4,62,3,2,2,5914,9945,8,16,3,4,0,16,3,4,13,11,3,7,454.9230769230769,0.23076923076923078,3.3333333333333335,0.8125,0.5384615384615384,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
33,0,147,4,4,3,47,2,1,2,2622,13248,6,21,4,4,0,7,3,3,3,2,1,1,874.0,0.3333333333333333,3.0,0.42857142857142855,0.3333333333333333,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
37,0,663,11,3,2,47,3,3,4,12185,10056,1,14,3,3,3,10,1,3,10,8,0,7,1218.5,0.0,3.0,1.0,0.7,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
38,0,119,3,3,1,76,3,3,3,10609,9647,0,12,3,3,2,17,6,2,16,10,5,13,663.0625,0.3125,2.3333333333333335,0.9411764705882353,0.8125,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
31,0,979,1,4,3,90,1,2,3,4345,4381,0,12,3,4,1,6,2,3,5,4,1,4,869.0,0.2,3.3333333333333335,0.8333333333333334,0.8,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
59,0,142,3,3,3,70,2,1,4,2177,8456,3,17,3,1,1,7,6,3,1,0,0,0,2177.0,0.0,2.6666666666666665,0.14285714285714285,0.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
37,0,319,4,4,1,41,3,1,4,2793,2539,4,17,3,3,1,13,2,3,9,8,5,8,310.3333333333333,0.5555555555555556,2.6666666666666665,0.6923076923076923,0.8888888888888888,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
29,0,1413,1,1,2,42,3,3,4,7918,6599,1,14,3,4,1,11,5,3,11,10,4,1,719.8181818181819,0.36363636363636365,3.3333333333333335,1.0,0.09090909090909091,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
35,0,944,1,3,3,92,3,3,3,8789,9096,1,14,3,1,0,10,3,4,10,7,0,8,878.9,0.0,2.3333333333333335,1.0,0.8,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
29,1,896,18,1,3,86,2,1,4,2389,14961,1,13,3,3,0,4,3,2,4,3,0,1,597.25,0.0,3.3333333333333335,1.0,0.25,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True
52,0,1323,2,3,3,89,2,1,4,3212,3300,7,15,3,2,0,6,3,2,2,2,2,2,1606.0,1.0,3.0,0.3333333333333333,1.0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
42,0,532,4,2,3,58,3,5,4,19232,4933,1,11,3,4,0,22,3,3,22,17,11,15,874.1818181818181,0.5,3.6666666666666665,1.0,0.6818181818181818,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False
59,0,818,6,2,2,52,3,1,3,2267,25657,8,17,3,4,0,7,2,2,2,2,2,2,1133.5,1.0,3.0,0.2857142857142857,1.0,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
50,0,854,1,4,4,68,3,5,4,19517,24118,3,11,3,3,1,32,3,2,7,0,0,6,2788.1428571428573,0.0,3.6666666666666665,0.21875,0.8571428571428571,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
33,1,813,14,3,3,58,3,1,4,2436,22149,5,13,3,3,1,8,2,1,5,4,0,4,487.2,0.0,3.3333333333333335,0.625,0.8,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
43,0,1034,16,3,4,80,3,4,4,16064,7744,5,22,4,3,1,22,3,3,17,13,1,9,944.9411764705883,0.058823529411764705,3.6666666666666665,0.7727272727272727,0.5294117647058824,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
33,1,465,2,2,1,39,3,1,1,2707,21509,7,20,4,1,0,13,3,4,9,7,1,7,300.77777777777777,0.1111111111111111,1.0,0.6923076923076923,0.7777777777777778,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
52,0,771,2,4,1,79,2,5,3,19068,21030,1,18,3,4,0,33,2,4,33,7,15,12,577.8181818181819,0.45454545454545453,2.6666666666666665,1.0,0.36363636363636365,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True
32,0,1401,4,2,3,56,3,1,2,3931,20990,2,11,3,1,1,6,5,3,4,3,1,2,982.75,0.25,2.0,0.6666666666666666,0.5,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
32,1,515,1,3,4,62,2,1,3,3730,9571,0,14,3,4,0,4,2,1,3,2,1,2,1243.3333333333333,0.3333333333333333,3.6666666666666665,0.75,0.6666666666666666,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
39,0,1431,1,4,3,96,3,1,3,2232,15417,7,14,3,3,3,7,1,3,3,2,1,2,744.0,0.3333333333333333,3.0,0.42857142857142855,0.6666666666666666,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
32,0,976,26,4,3,100,3,2,4,4465,12069,0,18,3,1,0,4,2,3,3,2,2,2,1488.3333333333333,0.6666666666666666,2.6666666666666665,0.75,0.6666666666666666,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
41,0,1411,19,2,3,36,3,2,1,3072,19877,2,16,3,1,2,17,2,2,1,0,0,0,3072.0,0.0,1.6666666666666667,0.058823529411764705,0.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
40,0,1300,24,2,1,62,3,2,4,3319,24447,1,17,3,1,2,9,3,3,9,8,4,7,368.77777777777777,0.4444444444444444,2.0,1.0,0.7777777777777778,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
45,0,252,1,3,3,70,4,5,4,19202,15970,0,11,3,3,1,25,2,3,24,0,1,7,800.0833333333334,0.041666666666666664,3.3333333333333335,0.96,0.2916666666666667,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False
31,0,1327,3,4,2,73,3,3,3,13675,13523,9,12,3,1,1,9,3,3,2,2,2,2,6837.5,1.0,2.0,0.2222222222222222,1.0,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
33,0,832,5,4,3,63,2,1,4,2911,14776,1,13,3,3,1,2,2,2,2,2,0,2,1455.5,0.0,3.3333333333333335,1.0,1.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
34,0,470,2,4,4,84,2,2,1,5957,23687,6,13,3,2,1,13,3,3,11,9,5,9,541.5454545454545,0.45454545454545453,2.3333333333333335,0.8461538461538461,0.8181818181818182,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
37,0,1017,1,2,3,83,2,1,1,3920,18697,2,14,3,1,1,17,2,2,3,1,0,2,1306.6666666666667,0.0,1.6666666666666667,0.17647058823529413,0.6666666666666666,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
45,0,1199,7,4,1,77,4,2,3,6434,5118,4,17,3,4,1,9,1,3,3,2,0,2,2144.6666666666665,0.0,2.6666666666666665,0.3333333333333333,0.6666666666666666,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
37,1,504,10,3,1,61,3,3,3,10048,22573,6,11,3,2,2,17,5,3,1,0,0,0,10048.0,0.0,2.0,0.058823529411764705,0.0,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
39,0,505,2,4,3,64,3,3,3,10938,6420,0,25,4,4,0,20,1,3,19,6,11,8,575.6842105263158,0.5789473684210527,3.3333333333333335,0.95,0.42105263157894735,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
29,0,665,15,3,3,60,3,1,4,2340,22673,1,19,3,1,0,6,1,3,6,5,1,5,390.0,0.16666666666666666,2.6666666666666665,1.0,0.8333333333333334,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
42,0,916,17,2,4,82,4,2,1,6545,23016,3,13,3,3,0,10,1,3,3,2,0,2,2181.6666666666665,0.0,2.6666666666666665,0.3,0.6666666666666666,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True
29,0,1247,20,2,4,45,3,2,4,6931,10732,2,14,3,4,1,10,2,3,3,2,0,2,2310.3333333333335,0.0,4.0,0.3,0.6666666666666666,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
25,0,685,1,3,1,62,3,2,3,4898,7505,0,12,3,4,2,5,3,3,4,2,1,2,1224.5,0.25,2.6666666666666665,0.8,0.5,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
42,0,269,2,3,4,56,2,1,1,2593,8007,0,11,3,3,1,10,4,3,9,6,7,8,288.1111111111111,0.7777777777777778,2.6666666666666665,0.9,0.8888888888888888,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
40,0,1416,2,2,1,49,3,5,3,19436,5949,0,19,3,4,1,22,5,3,21,7,3,9,925.5238095238095,0.14285714285714285,2.6666666666666665,0.9545454545454546,0.42857142857142855,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
51,0,833,1,3,3,96,3,1,4,2723,23231,1,11,3,2,0,1,0,2,1,0,0,0,2723.0,0.0,3.0,1.0,0.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
31,1,307,29,2,3,71,2,1,2,3479,11652,0,11,3,2,0,6,2,4,5,4,1,4,695.8,0.2,2.3333333333333335,0.8333333333333334,0.8,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
32,0,1311,7,3,2,100,4,1,2,2794,26062,1,20,4,3,0,5,3,1,5,1,0,3,558.8,0.0,2.3333333333333335,1.0,0.6,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
38,0,1327,2,2,4,39,2,2,4,5249,19682,3,18,3,4,1,13,0,3,8,7,7,5,656.125,0.875,4.0,0.6153846153846154,0.625,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
32,0,128,2,1,4,84,2,2,1,2176,19737,4,13,3,4,0,9,5,3,6,2,0,4,362.6666666666667,0.0,3.0,0.6666666666666666,0.6666666666666666,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False
46,0,488,2,3,3,75,1,4,2,16872,14977,3,12,3,2,1,28,2,2,7,7,7,7,2410.285714285714,1.0,2.3333333333333335,0.25,1.0,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
28,1,529,2,4,1,79,3,1,3,3485,14935,2,11,3,3,0,5,5,1,0,0,0,0,3485.0,0.0,2.3333333333333335,0.0,0.0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
29,0,1210,2,3,1,78,2,2,2,6644,3687,2,19,3,2,2,10,2,3,0,0,0,0,6644.0,0.0,1.6666666666666667,0.0,0.0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
31,0,1463,23,3,2,64,2,2,4,5582,14408,0,21,4,2,1,10,2,3,9,0,7,8,620.2222222222222,0.7777777777777778,2.6666666666666665,0.9,0.8888888888888888,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
25,0,675,5,2,2,85,4,2,1,4000,18384,1,12,3,4,2,6,2,3,6,3,1,5,666.6666666666666,0.16666666666666666,2.3333333333333335,1.0,0.8333333333333334,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
45,0,1385,20,2,3,79,3,4,4,13496,7501,0,14,3,2,0,21,2,3,20,7,4,10,674.8,0.2,3.0,0.9523809523809523,0.5,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
36,0,1403,6,3,4,47,3,1,4,3210,20251,0,11,3,3,1,16,4,3,15,13,10,11,214.0,0.6666666666666666,3.6666666666666665,0.9375,0.7333333333333333,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
55,0,452,1,3,4,81,3,5,1,19045,18938,0,14,3,3,0,37,2,3,36,10,4,13,529.0277777777778,0.1111111111111111,2.6666666666666665,0.972972972972973,0.3611111111111111,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True
47,1,666,29,4,1,88,3,3,2,11849,10268,1,12,3,4,1,10,2,2,10,7,9,9,1184.9,0.9,2.3333333333333335,1.0,0.9,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
28,0,1158,9,3,4,94,3,1,4,2070,2613,1,23,4,4,1,5,3,2,5,2,0,4,414.0,0.0,4.0,1.0,0.8,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
37,0,228,6,4,3,98,3,2,4,6502,22825,4,14,3,2,1,7,5,4,5,4,0,1,1300.4,0.0,3.0,0.7142857142857143,0.2,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
21,0,996,3,2,4,100,2,1,3,3230,10531,1,17,3,1,0,3,4,4,3,2,1,0,1076.6666666666667,0.3333333333333333,2.6666666666666665,1.0,0.0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
37,0,728,1,4,1,80,3,3,4,13603,11677,2,18,3,1,2,15,2,3,5,2,0,2,2720.6,0.0,2.0,0.3333333333333333,0.4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
35,0,1315,22,3,2,71,4,3,2,11996,19100,7,18,3,2,1,10,6,2,7,7,6,2,1713.7142857142858,0.8571428571428571,2.0,0.7,0.2857142857142857,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
38,0,322,7,2,1,44,4,2,1,5605,19191,1,24,4,3,1,8,3,3,8,0,7,7,700.625,0.875,1.6666666666666667,1.0,0.875,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
26,0,1479,1,3,3,84,3,2,2,6397,26767,1,20,4,1,1,6,6,1,6,5,1,4,1066.1666666666667,0.16666666666666666,2.0,1.0,0.6666666666666666,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
50,0,797,4,1,1,96,3,5,2,19144,15815,3,14,3,1,2,28,4,2,10,4,1,6,1914.4,0.1,1.3333333333333333,0.35714285714285715,0.6,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
53,0,1070,3,4,3,45,3,4,3,17584,21016,3,16,3,4,3,21,5,2,5,3,1,3,3516.8,0.2,3.3333333333333335,0.23809523809523808,0.6,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True
42,0,635,1,1,2,99,3,2,3,4907,24532,1,25,4,3,0,20,3,3,20,16,11,6,245.35,0.55,2.6666666666666665,1.0,0.3,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
29,0,442,2,2,2,44,3,2,4,4554,20260,1,18,3,1,0,10,3,2,10,7,0,9,455.4,0.0,2.3333333333333335,1.0,0.9,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
55,0,147,20,2,2,37,3,2,4,5415,15972,3,19,3,4,1,12,4,3,10,7,0,8,541.5,0.0,3.3333333333333335,0.8333333333333334,0.8,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True
26,0,496,11,2,1,60,3,2,1,4741,22722,1,13,3,3,1,5,3,3,5,3,3,3,948.2,0.6,1.6666666666666667,1.0,0.6,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
37,0,1372,1,3,4,42,3,1,4,2115,15881,1,12,3,2,0,17,3,3,17,12,5,7,124.41176470588235,0.29411764705882354,3.3333333333333335,1.0,0.4117647058823529,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
44,1,920,24,3,4,43,3,1,3,3161,19920,3,22,4,4,1,19,0,1,1,0,0,0,3161.0,0.0,3.6666666666666665,0.05263157894736842,0.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
38,0,688,23,4,4,82,3,2,4,5745,18899,9,14,3,2,1,10,2,3,2,2,1,2,2872.5,0.5,3.3333333333333335,0.2,1.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
26,1,1449,16,4,1,45,3,1,2,2373,14180,2,13,3,4,1,5,2,3,3,2,0,2,791.0,0.0,2.3333333333333335,0.6,0.6666666666666666,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True
28,0,1117,8,2,4,66,3,1,4,3310,4488,1,21,4,4,0,5,3,3,5,3,0,2,662.0,0.0,4.0,1.0,0.4,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
49,0,636,10,4,3,35,3,5,1,18665,25594,9,11,3,4,0,22,4,3,3,2,1,2,6221.666666666667,0.3333333333333333,2.6666666666666665,0.13636363636363635,0.6666666666666666,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
36,0,506,3,3,3,30,3,2,2,4485,26285,4,12,3,4,0,10,2,3,8,0,7,7,560.625,0.875,3.0,0.8,0.875,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
31,0,444,5,3,4,84,3,1,2,2789,3909,1,11,3,3,1,2,5,2,2,2,2,2,1394.5,1.0,3.0,1.0,1.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
26,1,950,4,4,4,48,2,2,4,5828,8450,1,12,3,2,0,8,0,3,8,7,7,4,728.5,0.875,3.3333333333333335,1.0,0.5,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
37,0,889,9,3,2,53,3,1,4,2326,11411,1,12,3,3,3,4,3,2,4,2,1,2,581.5,0.25,3.0,1.0,0.5,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
42,0,555,26,3,3,77,3,4,2,13525,14864,5,14,3,4,1,23,2,4,20,4,4,8,676.25,0.2,3.0,0.8695652173913043,0.4,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
18,1,230,3,3,3,54,3,1,3,1420,25233,1,13,3,3,0,0,2,3,0,0,0,0,1420.0,0.0,3.0,0.0,0.0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
35,0,1232,16,3,3,96,3,3,2,8020,5100,0,15,3,3,2,12,3,2,11,9,6,9,729.0909090909091,0.5454545454545454,2.6666666666666665,0.9166666666666666,0.8181818181818182,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
36,0,566,18,4,3,81,4,1,4,3688,7122,4,18,3,4,2,4,2,3,1,0,0,0,3688.0,0.0,3.6666666666666665,0.25,0.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
51,0,1302,2,3,4,84,1,2,2,5482,16321,5,18,3,4,1,13,3,3,4,1,1,2,1370.5,0.25,3.3333333333333335,0.3076923076923077,0.5,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
41,0,334,2,4,4,88,3,4,2,16015,15896,1,19,3,2,0,22,2,3,22,10,0,4,727.9545454545455,0.0,2.6666666666666665,1.0,0.18181818181818182,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
18,0,812,10,3,4,69,2,1,3,1200,9724,1,12,3,1,0,0,2,3,0,0,0,0,1200.0,0.0,2.6666666666666665,0.0,0.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
28,0,1476,16,2,2,68,4,2,1,5661,4824,0,19,3,3,0,9,2,3,8,3,0,7,707.625,0.0,2.0,0.8888888888888888,0.875,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
31,0,218,7,3,2,100,4,2,4,6929,12241,4,11,3,2,1,10,3,2,8,7,7,7,866.125,0.875,2.6666666666666665,0.8,0.875,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False
39,0,1132,1,3,3,48,4,3,4,9613,10942,0,17,3,1,3,19,5,2,18,10,3,7,534.0555555555555,0.16666666666666666,2.6666666666666665,0.9473684210526315,0.3888888888888889,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
36,0,1105,24,4,2,47,3,2,2,5674,6927,7,15,3,3,1,11,3,3,9,8,0,8,630.4444444444445,0.0,2.3333333333333335,0.8181818181818182,0.8888888888888888,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
32,0,906,7,3,4,91,2,2,3,5484,16985,1,14,3,3,1,13,3,2,13,8,4,8,421.84615384615387,0.3076923076923077,3.3333333333333335,1.0,0.6153846153846154,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
38,0,849,25,2,1,81,2,3,2,12061,26707,3,17,3,3,1,19,2,3,10,8,0,1,1206.1,0.0,2.0,0.5263157894736842,0.1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
58,0,390,1,4,4,32,1,2,3,5660,17056,2,13,3,4,1,12,2,3,5,3,1,2,1132.0,0.2,3.6666666666666665,0.4166666666666667,0.4,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
31,0,691,5,4,3,86,3,1,4,4821,10077,0,12,3,3,1,6,4,3,5,2,0,3,964.2,0.0,3.3333333333333335,0.8333333333333334,0.6,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True
31,0,106,2,3,1,62,2,2,1,6410,17822,3,12,3,4,0,9,1,3,2,2,1,0,3205.0,0.5,2.0,0.2222222222222222,0.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
45,0,1249,7,3,1,97,3,3,1,5210,20308,1,18,3,1,1,24,2,3,24,9,9,11,217.08333333333334,0.375,1.0,1.0,0.4583333333333333,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
31,0,192,2,4,3,32,3,1,4,2695,7747,0,18,3,2,1,3,2,1,2,2,2,2,1347.5,1.0,3.0,0.6666666666666666,1.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
33,0,553,5,4,4,74,3,3,2,11878,23364,6,11,3,2,2,12,2,3,10,6,8,8,1187.8,0.8,2.6666666666666665,0.8333333333333334,0.8,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
39,0,117,10,1,3,99,3,4,1,17068,5355,1,14,3,4,0,21,3,3,21,9,11,10,812.7619047619048,0.5238095238095238,2.6666666666666665,1.0,0.47619047619047616,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True
43,0,185,10,4,3,33,3,1,4,2455,10675,0,19,3,1,0,9,5,3,8,7,1,7,306.875,0.125,2.6666666666666665,0.8888888888888888,0.875,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
49,0,1091,1,2,3,90,2,4,3,13964,17810,7,12,3,4,0,25,2,3,7,1,0,7,1994.857142857143,0.0,3.3333333333333335,0.28,1.0,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True
52,1,723,8,4,3,85,2,2,2,4941,17747,2,15,3,1,0,11,3,2,8,2,7,7,617.625,0.875,2.0,0.7272727272727273,0.875,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
27,0,1220,5,3,3,85,3,1,2,2478,20938,1,12,3,2,0,4,2,2,4,3,1,2,619.5,0.25,2.3333333333333335,1.0,0.5,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True
32,0,588,8,2,3,65,2,2,2,5228,24624,1,11,3,4,0,13,2,3,13,12,11,9,402.15384615384613,0.8461538461538461,3.0,1.0,0.6923076923076923,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
27,0,1377,2,3,4,74,3,2,3,4478,5242,1,11,3,1,0,5,3,3,5,4,0,4,895.6,0.0,2.6666666666666665,1.0,0.8,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
31,0,691,7,3,4,73,3,2,4,7547,7143,4,12,3,4,3,13,3,3,7,7,1,7,1078.142857142857,0.14285714285714285,4.0,0.5384615384615384,1.0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
32,0,1018,2,4,1,74,4,2,4,5055,10557,7,16,3,3,0,10,0,2,7,7,0,7,722.1428571428571,0.0,2.6666666666666665,0.7,1.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
28,1,1157,2,4,1,84,1,1,4,3464,24737,5,13,3,4,0,5,4,2,3,2,2,2,1154.6666666666667,0.6666666666666666,3.0,0.6,0.6666666666666666,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
30,0,1275,28,2,4,64,3,2,4,5775,11934,1,13,3,4,2,11,2,3,10,8,1,9,577.5,0.1,4.0,0.9090909090909091,0.9,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
31,0,798,7,2,3,48,2,3,3,8943,14034,1,24,4,1,1,10,2,3,10,9,8,9,894.3,0.8,2.3333333333333335,1.0,0.9,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
39,0,672,7,2,3,54,2,5,4,19272,21141,1,15,3,1,1,21,2,3,21,9,13,3,917.7142857142857,0.6190476190476191,2.6666666666666665,1.0,0.14285714285714285,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False
